53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53
53;53;59;3;5;5;5;7;61;53;53;53;59;11;3;7;11;61;53;53;53;53;53;53;53;53;53;59;5;1;11;1;13;73;75;1;1;11;5;61
53;59;42;81;81;81;81;81;41;61;53;59;42;12;4;10;12;41;61;53;53;53;53;53;53;53;53;60;6;9;12;2;14;74;76;2;9;12;6;62
53;60;40;82;82;82;82;82;38;62;53;60;40;0;0;0;0;38;62;53;53;59;11;61;59;11;61;64;0;0;0;0;0;0;0;0;0;0;0;63
53;64;81;81;81;0;0;81;81;63;53;64;0;0;0;0;0;0;63;53;53;60;12;41;42;12;62;64;0;55;54;56;0;0;0;0;0;0;55;67
53;64;82;82;82;0;0;82;82;63;53;64;0;25;0;0;25;0;63;53;53;64;0;38;40;0;63;64;0;57;53;65;54;54;69;1;17;19;52;61
53;64;81;81;81;0;0;81;81;63;53;64;0;26;0;0;26;0;63;53;53;64;0;0;0;0;63;64;0;57;53;53;53;53;60;2;18;20;2;62
59;52;1;1;13;17;19;1;1;51;1;39;0;0;0;0;0;0;37;1;61;64;0;25;0;0;37;39;0;33;3;5;7;61;64;0;0;0;0;63
60;2;6;6;14;18;20;2;6;6;6;40;0;0;0;0;0;0;38;2;62;64;0;26;0;0;38;40;0;34;4;6;8;62;64;0;0;0;0;63
64;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;64;0;0;0;0;0;0;0;0;0;0;0;63;64;0;0;0;0;63
64;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;64;0;0;0;0;27;29;0;0;0;0;0;63;64;0;0;0;0;63
64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;51;11;1;13;17;19;42;41;71;54;56;0;55;67;65;54;54;54;54;67
65;54;69;17;19;71;56;0;0;55;69;17;19;71;69;13;17;19;42;2;9;12;2;14;18;20;40;38;62;53;58;0;57;53;53;53;53;53;53;53
53;53;60;18;20;62;65;54;54;67;60;18;20;62;60;14;18;20;40;0;0;0;0;0;0;0;0;0;63;59;35;0;33;1;11;1;1;11;61;53
53;53;64;0;0;63;53;53;53;53;64;0;0;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;63;60;36;0;34;9;12;2;9;12;62;53
59;5;39;0;0;37;5;61;53;53;64;0;0;63;64;0;0;0;0;0;25;0;0;0;0;0;25;0;63;64;0;0;0;0;0;0;0;0;63;53
60;81;40;0;0;38;81;62;53;53;64;0;0;63;64;0;0;0;0;0;26;0;0;0;0;0;26;0;63;64;0;25;0;0;0;0;25;0;63;53
64;82;0;0;0;0;82;63;53;53;64;0;0;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;63;64;0;26;0;0;0;0;26;0;63;53
64;0;0;0;0;0;0;63;59;1;52;17;19;51;52;1;11;1;71;54;54;54;56;0;0;0;0;55;67;64;0;0;0;0;0;0;0;0;63;53
