0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;13;14;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;12;13;13;14;1;1;1;1
0;0;0;25;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;12;13;13;14;1;1;1;1
0;0;25;25;25;25;25;25;25;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;15;16;16;17;1;1;1;1
0;0;25;25;25;25;25;25;26;1;0;0;1;1;1;1;2;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;5;1;1;1;1;1;1;1
0;0;25;25;26;25;25;25;25;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;4;1;1;1;1;0;0;0;0;0;0;1;1;0;0
0;0;25;25;25;25;26;25;25;1;0;0;7;8;1;7;8;1;0;0;0;1;1;1;1;1;1;1;4;1;0;0;0;0;0;0;1;1;0;0
0;0;0;0;0;25;25;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;25;25;26;25;0
0;0;0;0;0;25;25;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;7;8;1;1;1;1;1;1;0;0;0;0;0;25;25;25;25;0
0;1;1;1;9;10;10;10;10;10;10;10;10;10;10;10;10;10;11;1;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;25;25;25;25;0
1;7;8;1;15;16;16;16;16;16;16;20;21;16;16;16;20;21;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;26;25;25;25;0
0;1;1;1;1;1;1;6;1;1;1;12;14;1;1;1;12;14;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
0;0;0;1;1;0;1;1;1;1;0;12;14;0;0;0;12;14;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0
0;0;0;1;1;0;0;0;0;0;0;12;14;0;0;0;12;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0
0;0;0;25;26;0;0;0;0;0;0;12;14;0;0;1;12;14;1;1;1;1;9;10;11;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0
0;0;0;25;25;0;0;0;0;0;0;12;14;0;0;1;12;14;1;1;1;1;12;22;14;6;1;1;1;1;1;2;1;1;1;1;1;1;1;0
0;1;25;25;25;25;1;0;0;0;0;12;14;0;0;1;15;17;2;7;8;1;15;16;17;7;8;1;1;1;1;1;9;10;10;11;1;1;1;0
